详情链接,缩略图,楼盘名称,楼盘地址,户型,楼盘状态,楼盘标签,楼盘价格
https://wx.fang.anjuke.com/loupan/422840.html,https://pic4.ajkimg.com/display/xinfang/8b4e0175fc7a87aca022db5d9c0dede7/180x135m.jpg,前洲五洲国际广场,[ 惠山 前洲 ] 中兴路与唐平大道交汇处,['建筑面积：20㎡'],"['在售', '购物中心']","['低单价', '小型社区', '购物中心', '学校']",均价20000元/㎡
https://wx.fang.anjuke.com/loupan/417928.html,https://pic4.ajkimg.com/display/xinfang/43d3081044cadf23e2722e202a90d06f/180x135m.jpg,盛唐乐享城,[ 梁溪 北塘 ] 凤宾路民丰路交汇处（民丰路275号）,['建筑面积：30㎡'],"['在售', '购物中心']","['轨交房', '大型社区', '购物中心', '医院']",均价28000元/㎡
https://wx.fang.anjuke.com/loupan/251986.html,https://pic4.ajkimg.com/display/xinfang/656e154b4c22902cbdd298e9166f2f44/180x135m.jpg,中城誉品,[ 滨湖 河埒 ] 梁溪路，近孙蒋路,"['2室', '3室', '4室', '建筑面积：70-140㎡']","['在售', '住宅']","['今年交房', '轨交房', '大型社区', '医院']",均价17000元/㎡
https://wx.fang.anjuke.com/loupan/239719.html,https://pic4.ajkimg.com/display/xinfang/f5df6c63e167a4c6b9e4c5f0b86022c3/180x135m.jpg,中建溪岸观邸,[ 滨湖 河埒 ] 住友路近湖滨路,"['2室', '3室', '4室', '建筑面积：90-182㎡']","['在售', '住宅']","['轨交房', '大平层', '品牌开发商', '高绿化率']",最低20000元/㎡起
https://wx.fang.anjuke.com/loupan/251283.html,https://pic4.ajkimg.com/display/xinfang/847a9bd446d8fd68bca7b5214251235b/180x135m.jpg,实地玫瑰庄园,[ 惠山 前洲 ] 中惠大道，近唐洛路,"['2室', '3室', '4室', '建筑面积：86.8-212㎡']","['待售', '住宅']","['项目在建', '小型社区', '南北通透', '大户型']",售价待定周边均价8800元/㎡
https://wx.fang.anjuke.com/loupan/239767.html,https://pic4.ajkimg.com/display/xinfang/09fa892c48e96b38d59ffaf77eb764e6/180x135m.jpg,上品花园,"[ 新吴 梅村 ] 新锦路,近锡贤路","['1室', '2室', '3室', '建筑面积：62-260㎡']","['待售', '住宅']","['今年交房', '项目在建', '低容积', '高绿化率']",售价待定周边均价13945元/m²
https://wx.fang.anjuke.com/loupan/433761.html,https://pic4.ajkimg.com/display/xinfang/66d84810196676dbeb56724890b909ba/180x135m.jpg,中海凤凰熙岸,[ 滨湖 太湖 ] 和风路和贡湖大道交汇处,['建筑面积：32-38㎡'],"['在售', '办公楼']","['项目在建', '轨交房', '装修交付', 'loft']",最低11500元/㎡起
https://wx.fang.anjuke.com/loupan/433532.html,https://pic4.ajkimg.com/display/xinfang/8057d56fcb2318cd977574a344447f29/180x135m.jpg,龙玺太湖湾,"[ 宜兴 周铁 ] 环太湖路,近分百路","['2室', '3室', '4室', '别墅', '建筑面积：70-225㎡']","['在售', '住宅']","['今年交房', '低单价', '项目在建', '低容积']",最低12000元/㎡起
https://wx.fang.anjuke.com/loupan/239448.html,https://pic4.ajkimg.com/display/xinfang/31123ce869e71d639736b588d6cca974/180x135m.jpg,美新玫瑰大道,[ 新吴 江溪 ] 春华路18号,"['1室', '2室', '3室', '4室', '5室', '建筑面积：49-169㎡']","['在售', '住宅']","['今年交房', '低单价', '低容积', '大型社区']",均价13500元/㎡
https://wx.fang.anjuke.com/loupan/263997.html,https://pic4.ajkimg.com/display/xinfang/7e37485a972fba37aa7a6bb9993ab134/180x135m.jpg,百和国际花园,"[ 锡山 锡东 ] 和祥路,近弘业路","['2室', '3室', '4室', '建筑面积：118-228㎡']","['待售', '住宅']","['项目在建', '轨交房', '装修交付', '低容积']",售价待定周边均价14667元/m²
https://wx.fang.anjuke.com/loupan/249575.html,https://pic4.ajkimg.com/display/xinfang/094eaf169a12810417b339d2ae11d5a0/180x135m.jpg,九龙仓碧玺,[ 梁溪 南长 ] 通扬南路，近新光路,"['3室', '4室', '5室', '建筑面积：89-288㎡']","['在售', '住宅']","['项目在建', '轨交房', '品牌开发商', '低容积']",均价18500元/㎡
https://wx.fang.anjuke.com/loupan/250425.html,https://pic4.ajkimg.com/display/xinfang/d10d5c3493cf9d6bab9c36a589b440e9/180x135m.jpg,宝龙香槟湖,[ 惠山 玉祁 ] 平湖路209号,"['2室', '3室', '4室', '建筑面积：84-154㎡']","['在售', '住宅']","['低单价', '低容积', '小型社区', '购物中心']",均价6800元/㎡
https://wx.fang.anjuke.com/loupan/239498.html,https://pic4.ajkimg.com/display/xinfang/1bb7ebfb4922963c5d9ad7aaf429fddd/180x135m.jpg,九龙仓时代上城,[ 梁溪 南长 ] 清名路，近墨文路,"['2室', '3室', '建筑面积：88-138㎡']","['在售', '住宅']","['今年交房', '项目在建', '轨交房', '高绿化率']",均价17000元/㎡
https://wx.fang.anjuke.com/loupan/241156.html,https://pic4.ajkimg.com/display/xinfang/095aa94cf7e3225b72a9e596d7c6c206/180x135m.jpg,海岸城郦园,[ 滨湖 太湖 ] 立信大道，近方庙路,"['2室', '3室', '4室', '建筑面积：89-200㎡']","['在售', '住宅']","['项目在建', '轨交房', '大平层', '小型社区']",均价25000元/㎡
https://wx.fang.anjuke.com/loupan/431145.html,https://pic4.ajkimg.com/display/xinfang/cfc56183f9768ca17212eb0d3282d66f/180x135m.jpg,百好锦园,[ 惠山 堰桥 ] 锡澄路与欣惠路交叉东南侧,"['3室', '4室', '建筑面积：90-133㎡']","['在售', '住宅']","['低单价', '项目在建', '购物中心', '商业街']",均价12000元/㎡
https://wx.fang.anjuke.com/loupan/239462.html,https://pic4.ajkimg.com/display/xinfang/4173325eaba8a69d34ef78ba90b76428/180x135m.jpg,金洋奥澜,[ 惠山 堰桥 ] 探索路1号(智慧大厦旁),"['2室', '3室', '4室', '商住', '建筑面积：56-146㎡']","['在售', '住宅']","['今年交房', '项目在建', '轨交房', '大型社区']",最低18000元/㎡起
https://wx.fang.anjuke.com/loupan/247844.html,https://pic4.ajkimg.com/display/xinfang/3cd7be9417d4659be764b6347d132da3/180x135m.jpg,无锡恒大绿洲,[ 锡山 东亭 ] 太湖大道，近东亭南路,"['1室', '2室', '3室', '4室', '建筑面积：49-149.33㎡']","['在售', '住宅']","['今年交房', '项目在建', '装修交付', '品牌开发商']",最低14500元/㎡起
https://wx.fang.anjuke.com/loupan/239741.html,https://pic4.ajkimg.com/display/xinfang/29e5a04f827c9079648835dcc95a3f8c/180x135m.jpg,荣宏富家,"[ 锡山 东港 ] 东港大道,近东廊路","['3室', '建筑面积：87-137㎡']","['在售', '住宅']","['低单价', '小型社区', '银行', '南北通透']",最低7000元/㎡起
https://wx.fang.anjuke.com/loupan/240143.html,https://pic4.ajkimg.com/display/xinfang/d12d5dcafa080bfe47e738b0b2ec4294/180x135m.jpg,阳光100汀枫渡,[ 惠山 堰桥 ] 西漳天一新街（水澄路与广石路交汇处）,"['别墅', '建筑面积：186.5-238.55㎡']","['在售', '别墅']","['装修交付', '品牌开发商', '低容积', '厨卫全明']",最低20000元/㎡起
https://wx.fang.anjuke.com/loupan/241113.html,https://pic4.ajkimg.com/display/xinfang/c2bd445b4a55a271d9536abcf114f2c5/180x135m.jpg,茂业长江一号,[ 新吴 旺庄 ] 天山路8号（旺庄路与长江路交汇口东南...,"['商住', '建筑面积：49.2-115.98㎡']","['在售', '商住']","['低单价', '装修交付', '大平层', '小型社区']",均价8000元/㎡
https://wx.fang.anjuke.com/loupan/417650.html,https://pic4.ajkimg.com/display/xinfang/f9868dfdc4e35ad709bae422c329c00b/180x135m.jpg,广汇金色华府,[ 惠山 堰桥 ] 惠山大道和天丰路交叉口,"['3室', '4室', '建筑面积：94-134㎡']","['在售', '住宅']","['低总价', '低单价', '项目在建', '轨交房']",均价12000元/㎡
https://wx.fang.anjuke.com/loupan/417039.html,https://pic4.ajkimg.com/display/xinfang/594a77522fa8c1e3f6ef0490b5a8ee39/180x135m.jpg,御景珑庭,[ 惠山 前洲 ] 崇文路北，西新路南（前洲中心小学西）,"['2室', '3室', '4室', '建筑面积：87-138㎡']","['在售', '别墅']","['低总价', '低单价', '项目在建', '低容积']",总价350万元/套
https://wx.fang.anjuke.com/loupan/240717.html,https://pic4.ajkimg.com/display/xinfang/4a0638085dbc76a701ad31d920ac1f9d/180x135m.jpg,百乐和园,[ 惠山 钱桥 ] 盛岸西路,"['2室', '3室', '4室', '建筑面积：89-240㎡']","['在售', '住宅']","['今年交房', '大平层', '大型社区', '车位充足']",总价330万元/套
https://wx.fang.anjuke.com/loupan/434112.html,https://pic4.ajkimg.com/display/xinfang/a67cabf036ea55cc8c04e10580dcfd61/180x135m.jpg,万科有山,[ 惠山 阳山 ] 桃溪路与杨阳路交汇处向南100米,"['3室', '别墅', '建筑面积：95-165㎡']","['在售', '住宅']","['低单价', '项目在建', '装修交付', '品牌开发商']",均价12000元/㎡
https://wx.fang.anjuke.com/loupan/239629.html,https://pic4.ajkimg.com/display/xinfang/f27ceea1ade4f71b8ebb1d972034be22/180x135m.jpg,金科世界城,[ 梁溪 南长 ] 闻艺路近中南路,"['2室', '3室', '商住', '建筑面积：83-409.23㎡']","['在售', '商住']","['今年交房', '项目在建', '高绿化率', '大型社区']",售价待定周边均价18313元/m²
https://wx.fang.anjuke.com/loupan/239711.html,https://pic4.ajkimg.com/display/xinfang/b14ef3807dd0fc2db01cc7a22665ca08/180x135m.jpg,时代国际,[ 梁溪 南长 ] 运河东路555号,"['商住', '建筑面积：38-147.53㎡']","['在售', '商住']","['轨交房', '装修交付', '小型社区', '车位充足']",均价13000元/㎡
https://wx.fang.anjuke.com/loupan/240401.html,https://pic4.ajkimg.com/display/xinfang/eb41643c51cfcc4145165d4effa55186/180x135m.jpg,阿卡迪亚,"[ 新吴 新安 ] 具区路,近菱湖大道","['别墅', '建筑面积：123-373㎡']","['在售', '别墅']","['今年交房', '品牌开发商', '小型社区', '学校']",总价550万元/套起
https://wx.fang.anjuke.com/loupan/406118.html,https://pic4.ajkimg.com/display/xinfang/c5640c8812028905a5948728765ab82f/180x135m.jpg,耘林生命公寓,[ 新吴 新安 ] 具区路，近净慧东道,"['3室', '4室', '商住', '建筑面积：65-130㎡']","['在售', '商住']","['今年交房', '项目在建', '装修交付', '低容积']",最低18000元/㎡起
https://wx.fang.anjuke.com/loupan/434544.html,https://pic4.ajkimg.com/display/xinfang/5e0f157f05314c47d5ebe92642be8c2d/180x135m.jpg,恒大香邑,[ 宜兴 高塍镇 ] 远东大道与科技大道交汇处向西500米（...,"['3室', '建筑面积：140㎡']","['待售', '住宅']","['低容积', '小型社区', '大户型']",售价待定周边均价7150元/m²
https://wx.fang.anjuke.com/loupan/250552.html,https://pic4.ajkimg.com/display/xinfang/925672dfb1e83b9220883435223dbaee/180x135m.jpg,嘉福公寓,"[ 锡山 东亭 ] 团结中路,近春江路","['商住', '建筑面积：40-115.38㎡']","['在售', '商住']","['低单价', '人车分流', '便利店', '南北通透']",均价8500元/㎡
https://wx.fang.anjuke.com/loupan/413435.html,https://pic4.ajkimg.com/display/xinfang/bc5870dfbd905cd4accadbdd25da6500/180x135m.jpg,绅华府,[ 新吴 旺庄 ] 高浪东路19号（高浪路与锡士路交汇处，...,['建筑面积：95㎡'],"['在售', '办公楼']","['购物中心', '医院', '银行']",均价11000元/㎡
https://wx.fang.anjuke.com/loupan/441175.html,https://pic4.ajkimg.com/display/xinfang/39f244b88fe4c6f3607e56a6be0be977/180x135m.jpg,龙湖天璞,[ 滨湖 太湖 ] 立信大道周新路交汇处汇处,"['4室', '建筑面积：126-140㎡']","['待售', '住宅']","['地块规划', '装修交付', '低容积', '小型社区']",售价待定周边均价21390元/m²
https://wx.fang.anjuke.com/loupan/431757.html,https://pic4.ajkimg.com/display/xinfang/dcf3fad5406ec3a2401291fd84dbb393/180x135m.jpg,万科V+米寓,[ 新吴 江溪 ] 长江北路与南丰路交汇处,['建筑面积：26㎡'],"['在售', '商务公寓']","['项目在建', '装修交付', '品牌开发商', '小型社区']",均价13000元/㎡
https://wx.fang.anjuke.com/loupan/239790.html,https://pic4.ajkimg.com/display/xinfang/b572e35702c2d74f67010155b2c28eaa/180x135m.jpg,昕湖坊,[ 锡山 鹅湖 ] 月溪路108号（甘虞路与月溪路交汇处东...,"['2室', '商住', '建筑面积：50.4-95㎡']","['在售', '别墅']","['低总价', '低单价', '低容积', '银行']",均价10000元/㎡
https://wx.fang.anjuke.com/loupan/246224.html,https://pic4.ajkimg.com/display/xinfang/95d41c416edd15ffba7868bd40cfe3df/180x135m.jpg,苏宁广场,[ 梁溪 崇安 ] 人民中路111号,"['1室', '2室', '3室', '4室', '建筑面积：70-300㎡']","['在售', '商住']","['多轨交', '装修交付', '小型社区', '购物中心']",最低17500元/㎡起
https://wx.fang.anjuke.com/loupan/410635.html,https://pic4.ajkimg.com/display/xinfang/93bfc6406fe71ee272bcf3f06307aba0/180x135m.jpg,金科米兰尔家公寓,[ 新吴 江溪 ] 江溪路28号,"['商住', '建筑面积：26-70㎡']","['在售', '商住']","['项目在建', '装修交付', '小型社区', '公园']",最低12000元/㎡起
https://wx.fang.anjuke.com/loupan/444834.html,https://pic4.ajkimg.com/display/xinfang/e7aa274824f7edd2b7f481ee952791c0/180x135m.jpg,百大春城商铺,[ 惠山 堰桥 ] 惠源路与堰新路交汇处,['建筑面积：112-276㎡'],"['在售', '店铺']","['低单价', '大型社区', '公园', '医院']",最低13000元/㎡起
https://wx.fang.anjuke.com/loupan/247868.html,https://pic4.ajkimg.com/display/xinfang/fdebc9c6f79dea94c2f0de299ce98a29/180x135m.jpg,平湖印象,[ 惠山 玉祁 ] 锡玉路与湖西路的交汇口,"['2室', '3室', '4室', '5室', '6室', '建筑面积：88.34-222.13㎡']","['待售', '住宅']","['项目在建', '低容积', '高绿化率', '小型社区']",售价待定周边均价8100元/m²
https://wx.fang.anjuke.com/loupan/415647.html,https://pic4.ajkimg.com/display/xinfang/aeee2deaad4f3340bb4971cefc0123df/180x135m.jpg,中南君悦府,[ 新吴 硕放 ] 通祥路，近裕丰路,"['2室', '3室', '4室', '建筑面积：85-143㎡']","['在售', '住宅']","['项目在建', '装修交付', '品牌开发商', '低容积']",最低14200元/㎡起
https://wx.fang.anjuke.com/loupan/447667.html,https://pic4.ajkimg.com/display/xinfang/7881adf5d13626ac30e665784b1a21ef/180x135m.jpg,宜兴恒大翡翠华庭,[ 宜兴 宜城 ] 太湖大道与新源路交汇处西侧,['建筑面积：26278㎡'],"['待售', '住宅']","['装修交付', '低容积', '高绿化率', '小型社区']",售价待定周边均价15438元/m²
https://wx.fang.anjuke.com/loupan/441177.html,https://pic4.ajkimg.com/display/xinfang/2024fedb6c5bf19d0d85e98f25484aec/180x135m.jpg,美的中骏雍景湾,[ 锡山 东港 ] 联群路东、东港大道北,['建筑面积：226278㎡'],"['待售', '住宅']","['大型社区', '公园']",售价待定周边均价9500元/m²
https://wx.fang.anjuke.com/loupan/250297.html,https://pic4.ajkimg.com/display/xinfang/491c9f7194cc61a0ba27c6065fa9dc4c/180x135m.jpg,无锡恒大城,[ 锡山 锡东 ] 锡沪路,"['2室', '3室', '4室', '5室', '建筑面积：80.34-180.91㎡']","['在售', '住宅']","['轨交房', '装修交付', '大平层', '品牌开发商']",最低16500元/㎡起
https://wx.fang.anjuke.com/loupan/444188.html,https://pic4.ajkimg.com/display/xinfang/fc9242669b6f48edfd362c37832a0639/180x135m.jpg,龙湖星悦荟,[ 新吴 新安 ] 净慧西道与具区路交叉口,['建筑面积：55000㎡'],"['在售', '店铺']",['品牌开发商'],最低9000元/㎡起
https://wx.fang.anjuke.com/loupan/446458.html,https://pic4.ajkimg.com/display/xinfang/cbed14ed42056bd51fb2615ac938c3ba/180x135m.jpg,龙湖蠡湖天著,[ 滨湖 蠡湖 ] 太湖大道与环湖路交叉口往西200米（蠡...,['建筑面积：65200㎡'],"['待售', '住宅']","['地块规划', '低容积', '小型社区', '银行']",售价待定
https://wx.fang.anjuke.com/loupan/444550.html,https://pic4.ajkimg.com/display/xinfang/e8cfc38c4afd1c8ec3d451ffde1a4752/180x135m.jpg,富屹新城国际,[ 新吴 新安 ] 新吴区滟澜山艺墅580号,['建筑面积：11000㎡'],"['在售', '办公楼']","['装修交付', '便利店']",均价12000元/㎡
https://wx.fang.anjuke.com/loupan/439962.html,https://pic4.ajkimg.com/display/xinfang/48c9224897b494b7b2d7f8d210748f2a/180x135m.jpg,康桥府,[ 滨湖 河埒 ] 梁溪路与青祁路交叉口东南侧,['建筑面积：146000㎡'],"['待售', '住宅']","['项目在建', '轨交房', '小型社区', '购物中心']",售价待定
https://wx.fang.anjuke.com/loupan/439771.html,https://pic4.ajkimg.com/display/xinfang/0214a73f3369854eccbb663c969a0af6/180x135m.jpg,玺悦珑庭,[ 锡山 东亭 ] 东亭路与春新路交叉口西北侧,['建筑面积：93192㎡'],"['待售', '住宅']","['项目在建', '学校', '银行', '便利店']",售价待定周边均价17025元/m²
https://wx.fang.anjuke.com/loupan/420255.html,https://pic4.ajkimg.com/display/xinfang/c794048a133c8382e45920c1f7307d3e/180x135m.jpg,锡北泉山中心商业广场,[ 锡山 锡北 ] 秀泉路近泉星路,['建筑面积：100000㎡'],"['在售', '店铺']","['低单价', '商业街', '医院', '学校']",总价50万元/套起
https://wx.fang.anjuke.com/loupan/410470.html,https://pic4.ajkimg.com/display/xinfang/619828fea3fbdfe6614b8af25f3fb4d9/180x135m.jpg,梅园欢乐商业广场,[ 滨湖 河埒 ] 钱荣路与梅茶路交叉口西北侧,['建筑面积：68000㎡'],"['待售', '店铺']","['项目在建', '学校', '银行']",售价待定周边均价20500元/m²
https://wx.fang.anjuke.com/loupan/448290.html,https://pic4.ajkimg.com/display/xinfang/a536b578eb37d9468d819f21a3a69b4a/180x135m.jpg,太湖金茂逸墅,[ 滨湖 太湖 ] 缘溪道与南横街路口,['建筑面积：157132㎡'],"['待售', '住宅']",['装修交付'],售价待定周边均价20812元/m²
https://wx.fang.anjuke.com/loupan/446465.html,https://pic4.ajkimg.com/display/xinfang/f07a6bc6d2ae8cdf2dfcf40338b722ad/180x135m.jpg,壹克拉公馆,[ 宜兴 宜城 ] 氿滨大道202号,['建筑面积：5263㎡'],"['在售', '住宅']","['低单价', '装修交付', '医院', '学校']",最低11000元/㎡起
https://wx.fang.anjuke.com/loupan/445836.html,https://pic4.ajkimg.com/display/xinfang/8e2bda30b904770b5149b9f8bbc8e97b/180x135m.jpg,金科集美壹品,[ 惠山 钱桥 ] 盛岸路与新邺大道交汇处洋溪河北侧,[],"['待售', '住宅']","['购物中心', '银行']",售价待定周边均价14000元/㎡
https://wx.fang.anjuke.com/loupan/418471.html,https://pic4.ajkimg.com/display/xinfang/9bd374c098935184f8e91b25fe3bc2af/180x135m.jpg,恒大观澜府,[ 锡山 东北塘 ] 东亭路与芙蓉四路西南角,"['2室', '3室', '4室', '建筑面积：70-216㎡']","['在售', '住宅']","['项目在建', '装修交付', '品牌开发商', '大型社区']",最低14000元/㎡起
https://wx.fang.anjuke.com/loupan/240913.html,https://pic4.ajkimg.com/display/xinfang/a87810ddeb2ffb343c12e444344d80c5/180x135m.jpg,长泰国际社区,[ 锡山 东亭 ] 先锋路近纺城大道,"['2室', '3室', '4室', '别墅', '建筑面积：74-360㎡']","['在售', '住宅']","['低单价', '项目在建', '轨交房', '大平层']",最低13800元/㎡起
https://wx.fang.anjuke.com/loupan/249247.html,https://pic4.ajkimg.com/display/xinfang/4da668380530fc7e57e8e2efd1b74d8a/180x135m.jpg,山水氿城,[ 宜兴 宜城 ] 学府东路,"['3室', '4室', '建筑面积：115-167㎡']","['在售', '别墅']","['今年交房', '项目在建', '低容积', '高绿化率']",总价568万元/套起
https://wx.fang.anjuke.com/loupan/434563.html,https://pic4.ajkimg.com/display/xinfang/2857a17fc05070d55576223d914f9fa8/180x135m.jpg,恒大珺睿府,[ 宜兴 宜城 ] 庆源大道与东氿大道交汇处往东300米,"['3室', '4室', '建筑面积：120.88-204.18㎡']","['在售', '住宅']","['项目在建', '装修交付', '低容积', '小型社区']",最低15000元/㎡起
https://wx.fang.anjuke.com/loupan/433607.html,https://pic4.ajkimg.com/display/xinfang/ec4ff21f8d558ef93e3adf033e427066/180x135m.jpg,福地桃溪,[ 宜兴 张渚 ] 渚钢路近桃溪路,"['2室', '3室', '4室', '建筑面积：107-170㎡']","['在售', '住宅']","['低单价', '低容积', '高绿化率', '小型社区']",均价7300元/㎡
https://wx.fang.anjuke.com/loupan/413457.html,https://pic4.ajkimg.com/display/xinfang/4777a9cc79c8cfc8dfc5488eac80f5d6/180x135m.jpg,润华国际大厦,[ 滨湖 河埒 ] 太湖大道与青祁路交叉口北侧（新体育中...,['建筑面积：99.19-143.3㎡'],"['在售', '办公楼']","['装修交付', '商业街', '公园', '医院']",最低18000元/㎡起
https://wx.fang.anjuke.com/loupan/434458.html,https://pic4.ajkimg.com/display/xinfang/11be80a9d89ffb4ac908ecd17e5252d5/180x135m.jpg,海逸北欧假日,[ 宜兴 高塍镇 ] 中心路166号,"['3室', '建筑面积：149-178㎡']","['在售', '住宅']","['低单价', '小型社区', '购物中心', '商业街']",均价6800元/㎡
https://wx.fang.anjuke.com/loupan/252476.html,https://pic4.ajkimg.com/display/xinfang/0c272768328075fcdfeb596b33434a74/180x135m.jpg,汇坚国际QQ财富公寓,[ 锡山 东亭 ] 中元路8号,"['商住', '建筑面积：47-67㎡']","['待售', '商住']","['loft', '购物中心', '商业街', '医院']",售价待定周边均价15320元/m²
https://wx.fang.anjuke.com/loupan/434579.html,https://pic4.ajkimg.com/display/xinfang/9d7a897609c7fc4d355e2aa7a4e63a5a/180x135m.jpg,万科九如城,[ 宜兴 宜城 ] 东氿大道与宜浦路交叉口向东300米,"['别墅', '建筑面积：140-235㎡']","['待售', '别墅']","['今年交房', '项目在建', '品牌开发商', '高绿化率']",售价待定周边均价15438元/m²
https://wx.fang.anjuke.com/loupan/252058.html,https://pic4.ajkimg.com/display/xinfang/f99e464c104148841985550cd4e4bca7/180x135m.jpg,无锡明园商务大厦,[ 锡山 锡东 ] 和祥路210号（新华路与和祥路交汇处）,"['商住', '建筑面积：66-84㎡']","['在售', '商住']","['低单价', '轨交房', '装修交付', 'loft']",均价10000元/㎡
https://wx.fang.anjuke.com/loupan/413463.html,https://pic4.ajkimg.com/display/xinfang/e06ff0be6cf96b29beaa0105fb1894e4/180x135m.jpg,无锡恒生科技园,[ 惠山 前洲 ] 中兴路与中惠路交叉口西北侧（沪宁高铁...,['建筑面积：1010㎡'],"['在售', '办公楼']",['低单价'],均价7500元/㎡
https://wx.fang.anjuke.com/loupan/239803.html,https://pic4.ajkimg.com/display/xinfang/48eab38906d8fc6da56c0106812ad484/180x135m.jpg,吉祥国际花园,[ 新吴 硕放 ] 通祥路，近新宅路,"['2室', '3室', '4室', '建筑面积：88.8-142.16㎡']","['在售', '别墅']","['低单价', '大平层', '小型社区', '学校']",均价10000元/㎡
https://wx.fang.anjuke.com/loupan/239725.html,https://pic4.ajkimg.com/display/xinfang/3b22f27e34776a99b963fcb36b3f5fb9/180x135m.jpg,明发国际新城,"[ 惠山 堰桥 ] 石澄路,近天一路","['2室', '3室', '别墅', '建筑面积：85-500㎡']","['在售', '别墅']","['低容积', '高绿化率', '大型社区', '医院']",最低9000元/㎡起
https://wx.fang.anjuke.com/loupan/432194.html,https://pic4.ajkimg.com/display/xinfang/a06a727c4b8d11f50da23ddc59ac3555/180x135m.jpg,金科米兰商铺,[ 新吴 江溪 ] 江溪路28号（新城中央公园对面）,['建筑面积：30㎡'],"['在售', '店铺']","['项目在建', '品牌开发商', '小型社区', '公园']",最低19000元/㎡起
https://wx.fang.anjuke.com/loupan/249820.html,https://pic4.ajkimg.com/display/xinfang/22e4225a92127cb4ca861e956e4e28bd/180x135m.jpg,鸿景雅园,[ 锡山 锡北 ] 秀泉路近泉山路,"['2室', '3室', '别墅', '建筑面积：84-275㎡']","['在售', '别墅']","['低单价', '装修交付', '低容积', '小型社区']",最低9000元/㎡起
https://wx.fang.anjuke.com/loupan/239465.html,https://pic4.ajkimg.com/display/xinfang/e0082bd42276e8e305687dadbd2d65d8/180x135m.jpg,明发商业广场,[ 惠山 堰桥 ] 惠山大道北环路888号,"['1室', '建筑面积：34-77㎡']","['待售', '住宅']","['轨交房', '装修交付', '低容积', '大型社区']",售价待定周边均价11450元/m²
https://wx.fang.anjuke.com/loupan/239716.html,https://pic4.ajkimg.com/display/xinfang/9400d2338c0388d63b534d53858b1dad/180x135m.jpg,锦翠嘉苑,[ 惠山 玉祁 ] 域曙光路东、洛洲路西西新路北交汇处,"['2室', '3室', '建筑面积：88.66-225㎡']","['待售', '住宅']","['大平层', '低容积', '小型社区', '便利店']",售价待定周边均价8100元/m²
https://wx.fang.anjuke.com/loupan/244660.html,https://pic4.ajkimg.com/display/xinfang/8fdbb9a098c3d7b4ef5a9031501849e4/180x135m.jpg,无锡半山一号,[ 滨湖 马山 ] 环山东路6号,"['别墅', '建筑面积：511.65-644.33㎡']","['在售', '别墅']","['低容积', '高绿化率', '旅游地产', '大户型']",总价1600万元/套起
https://wx.fang.anjuke.com/loupan/434381.html,https://pic4.ajkimg.com/display/xinfang/f3cc327c3eff4f550fa883629d0f6471/180x135m.jpg,荷兰岛郁金香庄园,[ 宜兴 宜城 ] 氿南路宜园对面西侧300米郁金香庄园售...,"['别墅', '建筑面积：479.98-588.78㎡']","['在售', '别墅']","['低单价', '低容积', '小型社区', '学校']",总价600万元/套起
https://wx.fang.anjuke.com/loupan/239652.html,https://pic4.ajkimg.com/display/xinfang/ef1e63a79da002c49d115e2d2cdf3b80/180x135m.jpg,家乐府,[ 梁溪 南长 ] 永乐路，近清扬路,"['1室', '2室', '3室', '建筑面积：57.79-131.37㎡']","['在售', '住宅']","['轨交房', '购物中心', '商业街', '医院']",最低14900元/㎡起
https://wx.fang.anjuke.com/loupan/249274.html,https://pic4.ajkimg.com/display/xinfang/043893541e13781f0ca291393ff492e9/180x135m.jpg,联东U谷,[ 梁溪 北塘 ] 凤宾路100号总部商务园（凤宾路与江海...,['建筑面积：45-55㎡'],"['在售', '办公楼']","['轨交房', 'loft', '小型社区', '银行']",均价12000元/㎡
https://wx.fang.anjuke.com/loupan/239737.html,https://pic4.ajkimg.com/display/xinfang/bee1f1ad7c39365d98ae4ffc79ea9117/180x135m.jpg,香岛御墅,[ 新吴 鸿山 ] 至德大道797号（至德大道与至礼路交汇...,"['2室', '3室', '别墅', '建筑面积：88-299㎡']","['在售', '别墅']","['今年交房', '低单价', '高绿化率', '小型社区']",均价11500元/㎡
https://wx.fang.anjuke.com/loupan/239764.html,https://pic4.ajkimg.com/display/xinfang/d9bbe15f682058c920d92126c43f8ced/180x135m.jpg,翠竹芙蓉山庄,[ 锡山 八士 ] 友谊北路与锡港路交界处,"['1室', '2室', '3室', '4室', '6室', '别墅', '建筑面积：65-357㎡']","['待售', '住宅']","['大型社区', '南北通透', '厨卫全明', '大户型']",售价待定周边均价11496元/m²
https://wx.fang.anjuke.com/loupan/434290.html,https://pic4.ajkimg.com/display/xinfang/46a3f20633c15153edd057ffc14c6164/180x135m.jpg,永佳金龙名都,[ 宜兴 丁蜀镇 ] 陶都路东侧山前路北侧,"['3室', '4室', '建筑面积：110-141㎡']","['待售', '住宅']","['项目在建', '低容积', '小型社区', '人车分流']",售价待定周边均价10235元/m²
https://wx.fang.anjuke.com/loupan/248042.html,https://pic4.ajkimg.com/display/xinfang/93bdcf174b3fb31a450560ddb471234d/180x135m.jpg,龙世西湖湾庄园,[ 惠山 玉祁 ] 民主路东、振祁路西（北至现状河道、南...,"['商住', '别墅', '建筑面积：299.38-930㎡']","['在售', '住宅']","['低单价', '大平层', '低容积', '南北通透']",最低8000元/㎡起
